inst_id,pert_id,split
CYT001_A375_4H_X2_B7_DUO52HI53LO:C12,CMAP-CYT-B3555,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:C12,CMAP-CYT-B3555,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:C14,CMAP-CYT-B2680,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:C14,CMAP-CYT-B2680,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:C14,CMAP-CYT-B2680,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:C16,CMAP-CYT-B2805,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:C16,CMAP-CYT-B2805,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:C16,CMAP-CYT-B2805,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:B10,CMAP-CYT-SRP4028,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:B10,CMAP-CYT-SRP4028,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:B10,CMAP-CYT-SRP4028,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:E02,CMAP-CYT-SRP4260,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:E02,CMAP-CYT-SRP4260,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:E02,CMAP-CYT-SRP4260,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:B12,CMAP-CYT-SRP4333,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:B12,CMAP-CYT-SRP4333,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:B12,CMAP-CYT-SRP4333,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:E18,CMAP-CYT-SRP3168,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:E18,CMAP-CYT-SRP3168,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:E18,CMAP-CYT-SRP3168,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:G10,CMAP-CYT-SRP3152,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:G10,CMAP-CYT-SRP3152,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:G10,CMAP-CYT-SRP3152,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:G12,CMAP-CYT-C3710,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:G12,CMAP-CYT-C3710,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:G12,CMAP-CYT-C3710,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:G18,CMAP-CYT-C6745,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:G18,CMAP-CYT-C6745,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:G18,CMAP-CYT-C6745,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:D02,CMAP-CYT-C5533,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:D02,CMAP-CYT-C5533,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:D02,CMAP-CYT-C5533,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:D04,CMAP-CYT-P0059,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:D04,CMAP-CYT-P0059,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:D04,CMAP-CYT-P0059,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:D06,CMAP-CYT-C3042,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:D06,CMAP-CYT-C3042,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:D06,CMAP-CYT-C3042,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:E17,CMAP-CYT-I3400,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:E17,CMAP-CYT-I3400,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:E17,CMAP-CYT-I3400,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:E19,CMAP-CYT-S190,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:E19,CMAP-CYT-S190,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:E19,CMAP-CYT-S190,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:I18,CMAP-CYT-SRP3023,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:I18,CMAP-CYT-SRP3023,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:I18,CMAP-CYT-SRP3023,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:I20,CMAP-CYT-SRP4107,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:I20,CMAP-CYT-SRP4107,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:I20,CMAP-CYT-SRP4107,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:I22,CMAP-CYT-SRP4025,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:I22,CMAP-CYT-SRP4025,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:I22,CMAP-CYT-SRP4025,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:K14,CMAP-CYT-F0931,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:K14,CMAP-CYT-F0931,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:K14,CMAP-CYT-F0931,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F08,CMAP-CYT-SRP3038,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F08,CMAP-CYT-SRP3038,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F08,CMAP-CYT-SRP3038,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F10,CMAP-CYT-SRP4082,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F10,CMAP-CYT-SRP4082,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F10,CMAP-CYT-SRP4082,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:M02,CMAP-CYT-SRP4542,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:M02,CMAP-CYT-SRP4542,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:M02,CMAP-CYT-SRP4542,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F20,CMAP-CYT-F9174,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F20,CMAP-CYT-F9174,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F20,CMAP-CYT-F9174,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:M18,CMAP-CYT-F1175,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:M18,CMAP-CYT-F1175,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:M18,CMAP-CYT-F1175,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:H04,CMAP-CYT-G0278,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:H04,CMAP-CYT-G0278,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:H04,CMAP-CYT-G0278,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:M20,CMAP-CYT-885-GS-050,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:M20,CMAP-CYT-885-GS-050,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:M20,CMAP-CYT-885-GS-050,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:G15,CMAP-CYT-G1260,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:G15,CMAP-CYT-G1260,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:G15,CMAP-CYT-G1260,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O04,CMAP-CYT-SRP4757,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O04,CMAP-CYT-SRP4757,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O04,CMAP-CYT-SRP4757,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O06,CMAP-CYT-SRP4580,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O06,CMAP-CYT-SRP4580,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O06,CMAP-CYT-SRP4580,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O10,CMAP-CYT-SRP4872,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O10,CMAP-CYT-SRP4872,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O10,CMAP-CYT-SRP4872,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:M09,CMAP-CYT-L7134,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:M09,CMAP-CYT-L7134,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:M09,CMAP-CYT-L7134,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:H18,CMAP-CYT-SRP3052,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:H18,CMAP-CYT-SRP3052,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:H18,CMAP-CYT-SRP3052,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:H20,CMAP-CYT-SRP3058,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:H20,CMAP-CYT-SRP3058,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:H20,CMAP-CYT-SRP3058,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:B03,CMAP-CYT-SRP3067,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:B03,CMAP-CYT-SRP3067,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:B03,CMAP-CYT-SRP3067,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:B05,CMAP-CYT-SRP3064,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:B05,CMAP-CYT-SRP3064,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:B05,CMAP-CYT-SRP3064,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:J02,CMAP-CYT-SRP3066,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J02,CMAP-CYT-SRP3066,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J02,CMAP-CYT-SRP3066,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:B21,CMAP-CYT-SRP3077,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:B21,CMAP-CYT-SRP3077,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:B21,CMAP-CYT-SRP3077,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:G19,CMAP-CYT-SRP3079,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:G19,CMAP-CYT-SRP3079,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:G19,CMAP-CYT-SRP3079,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:D03,CMAP-CYT-SRP3081,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:D03,CMAP-CYT-SRP3081,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:D03,CMAP-CYT-SRP3081,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:D05,CMAP-CYT-SRP4545,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:D05,CMAP-CYT-SRP4545,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:J12,CMAP-CYT-SRP3083,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J12,CMAP-CYT-SRP3083,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J12,CMAP-CYT-SRP3083,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:D09,CMAP-CYT-I2644,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:D09,CMAP-CYT-I2644,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:D09,CMAP-CYT-I2644,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:D23,CMAP-CYT-SRP3091,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:D23,CMAP-CYT-SRP3091,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:D23,CMAP-CYT-SRP3091,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F05,CMAP-CYT-I5273,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F05,CMAP-CYT-I5273,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F05,CMAP-CYT-I5273,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F15,CMAP-CYT-A4941,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F15,CMAP-CYT-A4941,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F15,CMAP-CYT-A4941,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F17,CMAP-CYT-I9278,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F17,CMAP-CYT-I9278,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F17,CMAP-CYT-I9278,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:J16,CMAP-CYT-SRP4928,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J16,CMAP-CYT-SRP4928,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J16,CMAP-CYT-SRP4928,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:J18,CMAP-CYT-L4146,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J18,CMAP-CYT-L4146,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J18,CMAP-CYT-L4146,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:J20,CMAP-CYT-L5283,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J20,CMAP-CYT-L5283,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J20,CMAP-CYT-L5283,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:F23,CMAP-CYT-L9780,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:F23,CMAP-CYT-L9780,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:F23,CMAP-CYT-L9780,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:H03,CMAP-CYT-T7799,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:H03,CMAP-CYT-T7799,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:H03,CMAP-CYT-T7799,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:L02,CMAP-CYT-M9695,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:L02,CMAP-CYT-M9695,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:L02,CMAP-CYT-M9695,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O03,CMAP-CYT-A1663,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O03,CMAP-CYT-A1663,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O03,CMAP-CYT-A1663,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O05,CMAP-CYT-N8768,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O05,CMAP-CYT-N8768,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O05,CMAP-CYT-N8768,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O07,CMAP-CYT-N5017,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O07,CMAP-CYT-N5017,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O07,CMAP-CYT-N5017,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:H17,CMAP-CYT-N1905,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:H17,CMAP-CYT-N1905,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:H17,CMAP-CYT-N1905,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:L06,CMAP-CYT-N6383,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:L06,CMAP-CYT-N6383,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:L06,CMAP-CYT-N6383,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:I17,CMAP-CYT-SRP3130,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:I17,CMAP-CYT-SRP3130,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:I17,CMAP-CYT-SRP3130,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O09,CMAP-CYT-O6379,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O09,CMAP-CYT-O6379,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O09,CMAP-CYT-O6379,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:H21,CMAP-CYT-P3201,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:H21,CMAP-CYT-P3201,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:H21,CMAP-CYT-P3201,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:I19,CMAP-CYT-SRP3121,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:I19,CMAP-CYT-SRP3121,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:I19,CMAP-CYT-SRP3121,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:L18,CMAP-CYT-T6424,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:L18,CMAP-CYT-T6424,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:L18,CMAP-CYT-T6424,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N04,CMAP-CYT-SRP4654,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N04,CMAP-CYT-SRP4654,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N04,CMAP-CYT-SRP4654,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:I21,CMAP-CYT-A9285,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:I21,CMAP-CYT-A9285,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:I21,CMAP-CYT-A9285,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:J13,CMAP-CYT-SRP3123,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J13,CMAP-CYT-SRP3123,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J13,CMAP-CYT-SRP3123,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:J17,CMAP-CYT-S1437,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J17,CMAP-CYT-S1437,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J17,CMAP-CYT-S1437,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:O13,CMAP-CYT-T3309,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:O13,CMAP-CYT-T3309,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:O13,CMAP-CYT-T3309,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N16,CMAP-CYT-T7924,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N16,CMAP-CYT-T7924,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N16,CMAP-CYT-T7924,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:J21,CMAP-CYT-T7039,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:J21,CMAP-CYT-T7039,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:J21,CMAP-CYT-T7039,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:L03,CMAP-CYT-SRP3171,test
CYT001_A375_4H_X2_B7_DUO52HI53LO:L03,CMAP-CYT-SRP3171,test
CYT001_A375_4H_X3_B7_DUO52HI53LO:L03,CMAP-CYT-SRP3171,test
CYT001_A375_4H_X1_B7_DUO52HI53LO:L05,CMAP-CYT-SRP3172,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:L05,CMAP-CYT-SRP3172,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:L05,CMAP-CYT-SRP3172,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:I23,CMAP-CYT-T1568,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:I23,CMAP-CYT-T1568,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:I23,CMAP-CYT-T1568,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:L09,CMAP-CYT-T6674,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:L09,CMAP-CYT-T6674,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:L09,CMAP-CYT-T6674,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N07,CMAP-CYT-B6681,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N07,CMAP-CYT-B6681,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N07,CMAP-CYT-B6681,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N09,CMAP-CYT-SRP3106,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N09,CMAP-CYT-SRP3106,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N09,CMAP-CYT-SRP3106,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N13,CMAP-CYT-T2702,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N13,CMAP-CYT-T2702,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N13,CMAP-CYT-T2702,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N17,CMAP-CYT-SRP3183,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N17,CMAP-CYT-SRP3183,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N17,CMAP-CYT-SRP3183,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N20,CMAP-CYT-V3628,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N20,CMAP-CYT-V3628,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N20,CMAP-CYT-V3628,train
CYT001_A375_4H_X1_B7_DUO52HI53LO:N23,CMAP-CYT-L9788,train
CYT001_A375_4H_X2_B7_DUO52HI53LO:N23,CMAP-CYT-L9788,train
CYT001_A375_4H_X3_B7_DUO52HI53LO:N23,CMAP-CYT-L9788,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:B04,CMAP-CYT-A2327,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:B04,CMAP-CYT-A2327,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:C13,CMAP-CYT-A1479,test
CYT001_A549_4H_X3_B7_DUO52HI53LO:C13,CMAP-CYT-A1479,test
CYT001_A549_4H_X1_B7_DUO52HI53LO:C06,CMAP-CYT-SRP4760,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:C06,CMAP-CYT-SRP4760,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:C06,CMAP-CYT-SRP4760,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:K19,CMAP-CYT-O5761,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:K19,CMAP-CYT-O5761,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:K19,CMAP-CYT-O5761,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:E07,CMAP-CYT-B3670,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:E07,CMAP-CYT-B3670,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:E07,CMAP-CYT-B3670,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:C22,CMAP-CYT-H0656,test
CYT001_A549_4H_X2_B7_DUO52HI53LO:C22,CMAP-CYT-H0656,test
CYT001_A549_4H_X3_B7_DUO52HI53LO:C22,CMAP-CYT-H0656,test
CYT001_A549_4H_X1_B7_DUO52HI53LO:E04,CMAP-CYT-SRP3105,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:E04,CMAP-CYT-SRP3105,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:E04,CMAP-CYT-SRP3105,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:E06,CMAP-CYT-SRP4257,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:E06,CMAP-CYT-SRP4257,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:E06,CMAP-CYT-SRP4257,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:E20,CMAP-CYT-E8399,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:E20,CMAP-CYT-E8399,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:E20,CMAP-CYT-E8399,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:E22,CMAP-CYT-SRP3112,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:E22,CMAP-CYT-SRP3112,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:E22,CMAP-CYT-SRP3112,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:B22,CMAP-CYT-C6249,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:B22,CMAP-CYT-C6249,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:B22,CMAP-CYT-C6249,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:D02,CMAP-CYT-C5533,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:D02,CMAP-CYT-C5533,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:D02,CMAP-CYT-C5533,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:D06,CMAP-CYT-C3042,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:D06,CMAP-CYT-C3042,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:D06,CMAP-CYT-C3042,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:I04,CMAP-CYT-C1617,train
CYT001_A549_4H_X2_B7_DUO52HI53LO:I04,CMAP-CYT-C1617,train
CYT001_A549_4H_X3_B7_DUO52HI53LO:I04,CMAP-CYT-C1617,train
CYT001_A549_4H_X1_B7_DUO52HI53LO:E13,CMAP-CYT-SRP4237,test
