inst_id,pert_id,split
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:M11,CMAP-HSF-AFF4,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:M12,CMAP-HSF-AFF4,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:N11,CMAP-HSF-AFF4,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:N12,CMAP-HSF-AFF4,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:C03,CMAP-HSF-AHDC1,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:C04,CMAP-HSF-AHDC1,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:D03,CMAP-HSF-AHDC1,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:D04,CMAP-HSF-AHDC1,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:A15,CMAP-HSF-AHR,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:A16,CMAP-HSF-AHR,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:B15,CMAP-HSF-AHR,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:B16,CMAP-HSF-AHR,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:E23,CMAP-HSF-AKAP8,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:E24,CMAP-HSF-AKAP8,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:F23,CMAP-HSF-AKAP8,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:F24,CMAP-HSF-AKAP8,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:A05,CMAP-HSF-AKT3,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:A06,CMAP-HSF-AKT3,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:B05,CMAP-HSF-AKT3,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:B06,CMAP-HSF-AKT3,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:A23,CMAP-HSF-ALK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:A24,CMAP-HSF-ALK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:B23,CMAP-HSF-ALK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:B24,CMAP-HSF-ALK,train
HSF006_HEK293T_48H_X1_B7_DUO52HI53LO:C23,CMAP-HSF-ALK,train
HSF006_HEK293T_48H_X1_B7_DUO52HI53LO:C24,CMAP-HSF-ALK,train
HSF006_HEK293T_48H_X1_B7_DUO52HI53LO:D23,CMAP-HSF-ALK,train
HSF006_HEK293T_48H_X1_B7_DUO52HI53LO:D24,CMAP-HSF-ALK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:K23,CMAP-HSF-ALPK1,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:K24,CMAP-HSF-ALPK1,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:L23,CMAP-HSF-ALPK1,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:G15,CMAP-HSF-ALPK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:G16,CMAP-HSF-ALPK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:H15,CMAP-HSF-ALPK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:H16,CMAP-HSF-ALPK2,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:G01,CMAP-HSF-ANAPC2,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:G02,CMAP-HSF-ANAPC2,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:H01,CMAP-HSF-ANAPC2,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:H02,CMAP-HSF-ANAPC2,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:A21,CMAP-HSF-ARAF,test
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:A22,CMAP-HSF-ARAF,test
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:B21,CMAP-HSF-ARAF,test
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:B22,CMAP-HSF-ARAF,test
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:I11,CMAP-HSF-ARMC5,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:I12,CMAP-HSF-ARMC5,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:J11,CMAP-HSF-ARMC5,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:J12,CMAP-HSF-ARMC5,train
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:K19,CMAP-HSF-ARNT,train
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:K20,CMAP-HSF-ARNT,train
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:L19,CMAP-HSF-ARNT,train
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:L20,CMAP-HSF-ARNT,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:M01,CMAP-HSF-ASCL4,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:M02,CMAP-HSF-ASCL4,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:N01,CMAP-HSF-ASCL4,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:N02,CMAP-HSF-ASCL4,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:I17,CMAP-HSF-ATF1,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:I18,CMAP-HSF-ATF1,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:J17,CMAP-HSF-ATF1,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:J18,CMAP-HSF-ATF1,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:E21,CMAP-HSF-ATF2,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:E22,CMAP-HSF-ATF2,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:F21,CMAP-HSF-ATF2,train
HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:F22,CMAP-HSF-ATF2,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:I09,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:I10,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:J09,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:J10,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:I09,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:I10,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:J09,CMAP-HSF-ATF3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:J10,CMAP-HSF-ATF3,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:E21,CMAP-HSF-ATF6B,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:E22,CMAP-HSF-ATF6B,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:F21,CMAP-HSF-ATF6B,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:F22,CMAP-HSF-ATF6B,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:C02,CMAP-HSF-ATOH1,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:D01,CMAP-HSF-ATOH1,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:D02,CMAP-HSF-ATOH1,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:E03,CMAP-HSF-BACH1,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:E04,CMAP-HSF-BACH1,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:F03,CMAP-HSF-BACH1,train
HSF017_HEK293T_48H_X1_B7_DUO52HI53LO:F04,CMAP-HSF-BACH1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:K13,CMAP-HSF-BACH1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:K14,CMAP-HSF-BACH1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:L13,CMAP-HSF-BACH1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:L14,CMAP-HSF-BACH1,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:A07,CMAP-HSF-BAZ2B,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:A08,CMAP-HSF-BAZ2B,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:B07,CMAP-HSF-BAZ2B,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:B08,CMAP-HSF-BAZ2B,train
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:M01,CMAP-HSF-BHLHE40,test
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:M02,CMAP-HSF-BHLHE40,test
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:N01,CMAP-HSF-BHLHE40,test
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:N02,CMAP-HSF-BHLHE40,test
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:G11,CMAP-HSF-BMX,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:G12,CMAP-HSF-BMX,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:H11,CMAP-HSF-BMX,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:H12,CMAP-HSF-BMX,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:E02,CMAP-HSF-BOLA1,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:F01,CMAP-HSF-BOLA1,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:F02,CMAP-HSF-BOLA1,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:C21,CMAP-HSF-BRAF,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:C22,CMAP-HSF-BRAF,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:D21,CMAP-HSF-BRAF,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:D22,CMAP-HSF-BRAF,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:A17,CMAP-HSF-BRCA1,test
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:A18,CMAP-HSF-BRCA1,test
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:B17,CMAP-HSF-BRCA1,test
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:B18,CMAP-HSF-BRCA1,test
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:E21,CMAP-HSF-BTK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:E22,CMAP-HSF-BTK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:F21,CMAP-HSF-BTK,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:F22,CMAP-HSF-BTK,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:I07,CMAP-HSF-BUB1B,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:I08,CMAP-HSF-BUB1B,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:J07,CMAP-HSF-BUB1B,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:J08,CMAP-HSF-BUB1B,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:E17,CMAP-HSF-CAMK2A,test
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:E18,CMAP-HSF-CAMK2A,test
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:F17,CMAP-HSF-CAMK2A,test
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:F18,CMAP-HSF-CAMK2A,test
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:G21,CMAP-HSF-CAMK2G,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:G22,CMAP-HSF-CAMK2G,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:H21,CMAP-HSF-CAMK2G,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:H22,CMAP-HSF-CAMK2G,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:C21,CMAP-HSF-CAMKK1,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:C22,CMAP-HSF-CAMKK1,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:D21,CMAP-HSF-CAMKK1,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:D22,CMAP-HSF-CAMKK1,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:G01,CMAP-HSF-CAMKK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:G02,CMAP-HSF-CAMKK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:H01,CMAP-HSF-CAMKK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:H02,CMAP-HSF-CAMKK2,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:E01,CMAP-HSF-CBLB,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:E02,CMAP-HSF-CBLB,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:F01,CMAP-HSF-CBLB,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:F02,CMAP-HSF-CBLB,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:M01,CMAP-HSF-CBLC,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:M02,CMAP-HSF-CBLC,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:N01,CMAP-HSF-CBLC,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:N02,CMAP-HSF-CBLC,train
HSF022_HEK293T_48H_X1_B7_DUO52HI53LO:G23,CMAP-HSF-CBLL1,train
HSF022_HEK293T_48H_X1_B7_DUO52HI53LO:G24,CMAP-HSF-CBLL1,train
HSF022_HEK293T_48H_X1_B7_DUO52HI53LO:H23,CMAP-HSF-CBLL1,train
HSF022_HEK293T_48H_X1_B7_DUO52HI53LO:H24,CMAP-HSF-CBLL1,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:K01,CMAP-HSF-CBLL1,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:K02,CMAP-HSF-CBLL1,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:L01,CMAP-HSF-CBLL1,train
HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:L02,CMAP-HSF-CBLL1,train
HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:M19,CMAP-HSF-CBX8,train
HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:M20,CMAP-HSF-CBX8,train
HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:N19,CMAP-HSF-CBX8,train
HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:N20,CMAP-HSF-CBX8,train
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:G23,CMAP-HSF-CCDC71,train
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:G24,CMAP-HSF-CCDC71,train
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:H23,CMAP-HSF-CCDC71,train
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:H24,CMAP-HSF-CCDC71,train
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:E23,CMAP-HSF-CD36,test
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:E24,CMAP-HSF-CD36,test
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:F23,CMAP-HSF-CD36,test
HSF018_HEK293T_48H_X1_B7_DUO52HI53LO:F24,CMAP-HSF-CD36,test
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:G13,CMAP-HSF-CDK10,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:G14,CMAP-HSF-CDK10,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:H13,CMAP-HSF-CDK10,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:H14,CMAP-HSF-CDK10,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:M23,CMAP-HSF-CDK3,test
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:M24,CMAP-HSF-CDK3,test
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:N23,CMAP-HSF-CDK3,test
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:N24,CMAP-HSF-CDK3,test
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:M03,CMAP-HSF-CDK6,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:M04,CMAP-HSF-CDK6,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:N03,CMAP-HSF-CDK6,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:N04,CMAP-HSF-CDK6,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:M17,CMAP-HSF-CDK7,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:M18,CMAP-HSF-CDK7,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:N17,CMAP-HSF-CDK7,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:N18,CMAP-HSF-CDK7,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:A20,CMAP-HSF-CDK9,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:B19,CMAP-HSF-CDK9,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:B20,CMAP-HSF-CDK9,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:G03,CMAP-HSF-CDX2,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:G04,CMAP-HSF-CDX2,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:H03,CMAP-HSF-CDX2,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:H04,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:M07,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:M08,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:N07,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:N08,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:M07,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:M08,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:N07,CMAP-HSF-CDX2,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:N08,CMAP-HSF-CDX2,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:I03,CMAP-HSF-CEBPE,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:I04,CMAP-HSF-CEBPE,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:J03,CMAP-HSF-CEBPE,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:J04,CMAP-HSF-CEBPE,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:I11,CMAP-HSF-CHD1,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:I12,CMAP-HSF-CHD1,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:J11,CMAP-HSF-CHD1,train
HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:J12,CMAP-HSF-CHD1,train
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:A15,CMAP-HSF-CHD2,test
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:A16,CMAP-HSF-CHD2,test
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:B15,CMAP-HSF-CHD2,test
HSF011_HEK293T_48H_X1_B7_DUO52HI53LO:B16,CMAP-HSF-CHD2,test
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:E01,CMAP-HSF-CLK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:E02,CMAP-HSF-CLK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:F01,CMAP-HSF-CLK2,train
HSF004_HEK293T_48H_X1_B7_DUO52HI53LO:F02,CMAP-HSF-CLK2,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:M21,CMAP-HSF-CLK3,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:M22,CMAP-HSF-CLK3,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:N21,CMAP-HSF-CLK3,train
HSF001_HEK293T_48H_X1_B7_DUO52HI53LO:N22,CMAP-HSF-CLK3,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:C13,CMAP-HSF-CLK3,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:C14,CMAP-HSF-CLK3,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:D13,CMAP-HSF-CLK3,train
HSF002_HEK293T_48H_X1_B7_DUO52HI53LO:D14,CMAP-HSF-CLK3,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:A15,CMAP-HSF-CPSF1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:A16,CMAP-HSF-CPSF1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:B15,CMAP-HSF-CPSF1,train
HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:B16,CMAP-HSF-CPSF1,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:M01,CMAP-HSF-CPSF4,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:M02,CMAP-HSF-CPSF4,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:N01,CMAP-HSF-CPSF4,train
HSF019_HEK293T_48H_X1_B7_DUO52HI53LO:N02,CMAP-HSF-CPSF4,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:E19,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:E20,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:F19,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:F20,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:E19,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:E20,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:F19,CMAP-HSF-CREB1,test
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:F20,CMAP-HSF-CREB1,test
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:K09,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:K10,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:K15,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:K16,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:L09,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:L10,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:L15,CMAP-HSF-CREB3,train
HSF012_HEK293T_48H_X1_B7_DUO52HI53LO:L16,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:E07,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:E08,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:F07,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:F08,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:E07,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:E08,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:F07,CMAP-HSF-CREB3,train
HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:F08,CMAP-HSF-CREB3,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:M11,CMAP-HSF-CREB3L1,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:M12,CMAP-HSF-CREB3L1,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:M13,CMAP-HSF-CREB3L1,train
HSF010_HEK293T_48H_X1_B7_DUO52HI53LO:M14,CMAP-HSF-CREB3L1,train
