pert_id,pert_iname,pert_type
BRD-K81255325,,trt_cp
BRD-K86570333,,trt_cp
BRD-A73908300,,trt_cp
BRD-K36137799,,trt_cp
BRD-K40438880,,trt_cp
BRD-K80946661,,trt_cp
BRD-A05457250,,trt_cp
BRD-K36162096,,trt_cp
BRD-K42352790,,trt_cp
BRD-K66968629,,trt_cp
BRD-K56956679,,trt_cp
BRD-K55890295,,trt_cp
BRD-K26925640,,trt_cp
BRD-A30142024,,trt_cp
BRD-A95074085,,trt_cp
BRD-K88186167,,trt_cp
BRD-K84943004,,trt_cp
BRD-K33422401,,trt_cp
BRD-K52405437,,trt_cp
BRD-K75516118,,trt_cp
BRD-K96146874,,trt_cp
BRD-K57139258,,trt_cp
BRD-K55478147,,trt_cp
BRD-A42994615,,trt_cp
BRD-K64729807,,trt_cp
BRD-K04722205,,trt_cp
BRD-A17390249,,trt_cp
BRD-K27799527,,trt_cp
BRD-A08027849,,trt_cp
BRD-K13005598,,trt_cp
BRD-K17476933,,trt_cp
BRD-K82924899,,trt_cp
BRD-K99667445,,trt_cp
BRD-K76525302,,trt_cp
BRD-A81585303,,trt_cp
BRD-K66989831,,trt_cp
BRD-K43234716,,trt_cp
BRD-K67265981,,trt_cp
BRD-K20697946,,trt_cp
BRD-K45882009,,trt_cp
BRD-K89912164,,trt_cp
BRD-A70814879,,trt_cp
BRD-K69471245,,trt_cp
BRD-K81633055,,trt_cp
BRD-K68584490,,trt_cp
BRD-K87714311,,trt_cp
BRD-K01737880,,trt_cp
BRD-K06170455,,trt_cp
BRD-K47804338,,trt_cp
BRD-K72490684,,trt_cp
BRD-K29830875,,trt_cp
BRD-K36134449,,trt_cp
BRD-K65000194,,trt_cp
BRD-K80723690,,trt_cp
BRD-A04020513,,trt_cp
BRD-K01228321,,trt_cp
BRD-K45681478,,trt_cp
BRD-K95986273,,trt_cp
BRD-K73947551,,trt_cp
BRD-K11153516,,trt_cp
BRD-K50691590,,trt_cp
BRD-K83896451,,trt_cp
BRD-A82892199,,trt_cp
BRD-K07572174,,trt_cp
BRD-K52047316,,trt_cp
BRD-K00640357,,trt_cp
BRD-K55896799,,trt_cp
BRD-K90370028,,trt_cp
BRD-K58044374,,trt_cp
BRD-A59431241,,trt_cp
BRD-K73037408,,trt_cp
BRD-K25444257,,trt_cp
BRD-K73183319,,trt_cp
BRD-K92084213,,trt_cp
BRD-K91338578,,trt_cp
BRD-K65111630,,trt_cp
BRD-K65389993,,trt_cp
BRD-K16582605,,trt_cp
BRD-K45028728,,trt_cp
BRD-A15100685,,trt_cp
BRD-A33746814,,trt_cp
BRD-A70150975,,trt_cp
BRD-A69592287,,trt_cp
BRD-A34462049,,trt_cp
BRD-A03427350,,trt_cp
BRD-K58547375,,trt_cp
BRD-K98948170,,trt_cp
BRD-K16604218,,trt_cp
BRD-K37417543,,trt_cp
BRD-K14700434,,trt_cp
BRD-A03772856,,trt_cp
BRD-A72498772,,trt_cp
BRD-A72796238,,trt_cp
BRD-A73513677,,trt_cp
BRD-A73558769,,trt_cp
BRD-A74382794,,trt_cp
BRD-A95504714,,trt_cp
BRD-K03439359,,trt_cp
BRD-K04986062,,trt_cp
BRD-K05456756,,trt_cp
BRD-K13077924,,trt_cp
BRD-K21918725,,trt_cp
BRD-K26684619,,trt_cp
BRD-K41790758,,trt_cp
BRD-K47084999,,trt_cp
BRD-K53325797,,trt_cp
BRD-K63513868,,trt_cp
BRD-K64877338,,trt_cp
BRD-K65971331,,trt_cp
BRD-K80368509,,trt_cp
BRD-K85822033,,trt_cp
BRD-K95149906,,trt_cp
BRD-K74176882,,trt_cp
BRD-K57391913,,trt_cp
BRD-K64302725,,trt_cp
BRD-A34037822,,trt_cp
BRD-K19706299,,trt_cp
BRD-K49071277,,trt_cp
BRD-K23623013,,trt_cp
BRD-K16300438,,trt_cp
BRD-K19326298,,trt_cp
BRD-K22081896,,trt_cp
BRD-K03568070,,trt_cp
BRD-K09784055,,trt_cp
BRD-A10386413,,trt_cp
BRD-K93367411,,trt_cp
BRD-K36452089,,trt_cp
BRD-K11306851,,trt_cp
BRD-A85777636,,trt_cp
BRD-A73635141,,trt_cp
BRD-A93291428,,trt_cp
BRD-A88208128,,trt_cp
BRD-K78683072,,trt_cp
BRD-A35207501,,trt_cp
BRD-A02836799,,trt_cp
BRD-A99879977,,trt_cp
BRD-K00144236,,trt_cp
BRD-K00362189,,trt_cp
BRD-K01093405,,trt_cp
BRD-K01427177,,trt_cp
BRD-K01448700,,trt_cp
BRD-K01591707,,trt_cp
BRD-K01615174,,trt_cp
BRD-K02170312,,trt_cp
BRD-K02290471,,trt_cp
BRD-K02375958,,trt_cp
BRD-K02549628,,trt_cp
BRD-K02575886,,trt_cp
BRD-K02654447,,trt_cp
BRD-K03464662,,trt_cp
BRD-K03476588,,trt_cp
BRD-K04076294,,trt_cp
BRD-K04309313,,trt_cp
BRD-K04361415,,trt_cp
BRD-K04476933,,trt_cp
BRD-K05211263,,trt_cp
BRD-K05225561,,trt_cp
BRD-K05278519,,trt_cp
BRD-K05322955,,trt_cp
BRD-K05469482,,trt_cp
BRD-K05678583,,trt_cp
BRD-K05885800,,trt_cp
BRD-K06296238,,trt_cp
BRD-K06432527,,trt_cp
BRD-K06973013,,trt_cp
BRD-K07298554,,trt_cp
BRD-K07642375,,trt_cp
BRD-K07734969,,trt_cp
BRD-K07921357,,trt_cp
BRD-K08043379,,trt_cp
BRD-K08130208,,trt_cp
BRD-K08607084,,trt_cp
BRD-K08617930,,trt_cp
BRD-K08656311,,trt_cp
BRD-K08725721,,trt_cp
BRD-K08781018,,trt_cp
BRD-K09613355,,trt_cp
BRD-K09703570,,trt_cp
BRD-K10799838,,trt_cp
BRD-K11612251,,trt_cp
BRD-K11628545,,trt_cp
BRD-K11826883,,trt_cp
BRD-K11957311,,trt_cp
BRD-K12132598,,trt_cp
BRD-K12266212,,trt_cp
BRD-K12484748,,trt_cp
BRD-K13175698,,trt_cp
BRD-K13217265,,trt_cp
BRD-K13226037,,trt_cp
BRD-K13960193,,trt_cp
BRD-K14593092,,trt_cp
BRD-K14666757,,trt_cp
BRD-K14721343,,trt_cp
BRD-K15234288,,trt_cp
BRD-K15284276,,trt_cp
BRD-K15525241,,trt_cp
BRD-K15638296,,trt_cp
BRD-K15825608,,trt_cp
BRD-K16128171,,trt_cp
BRD-K16329066,,trt_cp
BRD-K16717061,,trt_cp
BRD-K16826857,,trt_cp
BRD-K17489199,,trt_cp
BRD-K17530818,,trt_cp
BRD-K17698750,,trt_cp
BRD-K17712926,,trt_cp
BRD-K18183699,,trt_cp
BRD-K18359792,,trt_cp
BRD-K18377730,,trt_cp
BRD-K18832733,,trt_cp
BRD-K18876264,,trt_cp
BRD-K18891555,,trt_cp
BRD-K19033174,,trt_cp
BRD-K19601332,,trt_cp
BRD-K19607523,,trt_cp
BRD-K19870323,,trt_cp
BRD-K19919069,,trt_cp
BRD-K19969618,,trt_cp
BRD-K20138758,,trt_cp
BRD-K20578716,,trt_cp
BRD-K20616644,,trt_cp
BRD-K21953167,,trt_cp
BRD-K22280018,,trt_cp
BRD-K22420960,,trt_cp
BRD-K22458275,,trt_cp
BRD-K24217168,,trt_cp
BRD-K24319052,,trt_cp
BRD-K25029498,,trt_cp
BRD-K25214457,,trt_cp
BRD-K25228014,,trt_cp
BRD-K25388406,,trt_cp
BRD-K25496062,,trt_cp
BRD-K26214610,,trt_cp
BRD-K26391060,,trt_cp
BRD-K26553253,,trt_cp
BRD-K26899819,,trt_cp
BRD-K26968982,,trt_cp
BRD-K27064849,,trt_cp
BRD-K27961885,,trt_cp
BRD-K28013436,,trt_cp
BRD-K28036193,,trt_cp
BRD-K28162668,,trt_cp
BRD-K28317853,,trt_cp
BRD-K28782753,,trt_cp
BRD-K29097491,,trt_cp
BRD-K29143341,,trt_cp
BRD-K29396015,,trt_cp
BRD-K30180607,,trt_cp
BRD-K30309936,,trt_cp
BRD-K30342454,,trt_cp
BRD-K30883461,,trt_cp
BRD-K31441680,,trt_cp
BRD-K31695944,,trt_cp
BRD-K31697605,,trt_cp
BRD-K31931684,,trt_cp
BRD-K32297746,,trt_cp
BRD-K32444480,,trt_cp
BRD-K32593492,,trt_cp
BRD-K32605311,,trt_cp
BRD-K33218708,,trt_cp
BRD-K34174785,,trt_cp
BRD-K34351329,,trt_cp
BRD-K34545919,,trt_cp
BRD-K34960081,,trt_cp
BRD-K35095050,,trt_cp
BRD-K35193330,,trt_cp
BRD-K35210537,,trt_cp
BRD-K35247118,,trt_cp
BRD-K35443780,,trt_cp
BRD-K35701136,,trt_cp
BRD-K36091499,,trt_cp
BRD-K36192494,,trt_cp
BRD-K36489877,,trt_cp
BRD-K36633782,,trt_cp
BRD-K37073485,,trt_cp
BRD-K37149438,,trt_cp
BRD-K37185609,,trt_cp
BRD-K37268490,,trt_cp
BRD-K37728465,,trt_cp
BRD-K37765157,,trt_cp
BRD-K38044934,,trt_cp
BRD-K38181288,,trt_cp
BRD-K38454082,,trt_cp
BRD-K38632726,,trt_cp
BRD-K38805748,,trt_cp
BRD-K38841486,,trt_cp
BRD-K39211770,,trt_cp
BRD-K39405368,,trt_cp
BRD-K39947788,,trt_cp
BRD-K40655550,,trt_cp
BRD-K41328253,,trt_cp
BRD-K41377239,,trt_cp
BRD-K41390249,,trt_cp
BRD-K41908462,,trt_cp
BRD-K42136113,,trt_cp
BRD-K42400758,,trt_cp
BRD-K42576592,,trt_cp
BRD-K42589221,,trt_cp
BRD-K43286821,,trt_cp
BRD-K43498025,,trt_cp
BRD-K44070326,,trt_cp
BRD-K44421914,,trt_cp
BRD-K44559054,,trt_cp
BRD-K44828732,,trt_cp
BRD-K44968548,,trt_cp
BRD-K45383235,,trt_cp
BRD-K45386827,,trt_cp
BRD-K46625537,,trt_cp
BRD-K46760727,,trt_cp
BRD-K46791751,,trt_cp
BRD-K47077178,,trt_cp
BRD-K47170156,,trt_cp
BRD-K47436535,,trt_cp
BRD-K47533800,,trt_cp
BRD-K47558670,,trt_cp
BRD-K47692589,,trt_cp
BRD-K47992037,,trt_cp
BRD-K48031880,,trt_cp
BRD-K48199580,,trt_cp
BRD-K48332509,,trt_cp
BRD-K48454318,,trt_cp
BRD-K48475203,,trt_cp
BRD-K48619543,,trt_cp
BRD-K49751344,,trt_cp
BRD-K49797414,,trt_cp
BRD-K49870009,,trt_cp
BRD-K49934959,,trt_cp
BRD-K50079182,,trt_cp
BRD-K50916779,,trt_cp
BRD-K51047687,,trt_cp
BRD-K51388814,,trt_cp
BRD-K51626376,,trt_cp
BRD-K51643619,,trt_cp
BRD-K51762600,,trt_cp
BRD-K51846078,,trt_cp
BRD-K51916742,,trt_cp
BRD-K51934037,,trt_cp
BRD-K51954117,,trt_cp
BRD-K52435112,,trt_cp
BRD-K52542879,,trt_cp
BRD-K52908798,,trt_cp
BRD-K53293903,,trt_cp
BRD-K53582057,,trt_cp
BRD-K53642448,,trt_cp
BRD-K53923090,,trt_cp
BRD-K54127914,,trt_cp
BRD-K54805796,,trt_cp
BRD-K55137639,,trt_cp
BRD-K55290744,,trt_cp
BRD-K55385841,,trt_cp
BRD-K55816391,,trt_cp
BRD-K56116682,,trt_cp
BRD-K56269643,,trt_cp
BRD-K56473018,,trt_cp
BRD-K56584267,,trt_cp
BRD-K56621049,,trt_cp
BRD-K56647759,,trt_cp
BRD-K56847293,,trt_cp
BRD-K57127959,,trt_cp
BRD-K57328348,,trt_cp
BRD-K58611676,,trt_cp
BRD-K59201357,,trt_cp
BRD-K59733592,,trt_cp
BRD-K60341033,,trt_cp
BRD-K60487596,,trt_cp
BRD-K60631585,,trt_cp
BRD-K60833663,,trt_cp
BRD-K61102114,,trt_cp
BRD-K61612515,,trt_cp
BRD-K62083683,,trt_cp
BRD-K62368279,,trt_cp
BRD-K62865272,,trt_cp
BRD-K63261117,,trt_cp
BRD-K63874400,,trt_cp
BRD-K65037509,,trt_cp
BRD-K65081680,,trt_cp
BRD-K65134192,,trt_cp
BRD-K65243627,,trt_cp
BRD-K65290386,,trt_cp
BRD-K65494396,,trt_cp
BRD-K65567503,,trt_cp
BRD-K65572849,,trt_cp
BRD-K65959597,,trt_cp
BRD-K66261897,,trt_cp
BRD-K66446284,,trt_cp
BRD-K66732164,,trt_cp
BRD-K66947316,,trt_cp
BRD-K67559633,,trt_cp
BRD-K68315360,,trt_cp
BRD-K68689263,,trt_cp
BRD-K68937023,,trt_cp
BRD-K69236395,,trt_cp
BRD-K69827766,,trt_cp
BRD-K70068608,,trt_cp
BRD-K70397964,,trt_cp
BRD-K70489510,,trt_cp
BRD-K70559158,,trt_cp
BRD-K70638773,,trt_cp
BRD-K70794677,,trt_cp
BRD-K70804088,,trt_cp
BRD-K71006572,,trt_cp
BRD-K71188711,,trt_cp
BRD-K71424888,,trt_cp
BRD-K71448503,,trt_cp
BRD-K72055444,,trt_cp
BRD-K72147201,,trt_cp
BRD-K72219469,,trt_cp
BRD-K72382350,,trt_cp
BRD-K72425572,,trt_cp
BRD-K72837898,,trt_cp
BRD-K73080020,,trt_cp
BRD-K73224765,,trt_cp
BRD-K73453061,,trt_cp
BRD-K73788182,,trt_cp
BRD-K74569352,,trt_cp
BRD-K74757268,,trt_cp
BRD-K74965436,,trt_cp
BRD-K74998149,,trt_cp
BRD-K75051049,,trt_cp
BRD-K75234292,,trt_cp
BRD-K75725875,,trt_cp
BRD-K75828577,,trt_cp
BRD-K75907833,,trt_cp
BRD-K75964506,,trt_cp
BRD-K75969390,,trt_cp
BRD-K76318793,,trt_cp
BRD-K76758536,,trt_cp
BRD-K76970388,,trt_cp
BRD-K77144489,,trt_cp
BRD-K77760488,,trt_cp
BRD-K78014537,,trt_cp
BRD-K78438907,,trt_cp
BRD-K78496556,,trt_cp
BRD-K78777980,,trt_cp
BRD-K80230516,,trt_cp
BRD-K80598371,,trt_cp
BRD-K81249055,,trt_cp
BRD-K81332148,,trt_cp
BRD-K81654062,,trt_cp
BRD-K82263627,,trt_cp
BRD-K82750814,,trt_cp
BRD-K84559549,,trt_cp
BRD-K84724939,,trt_cp
BRD-K84807441,,trt_cp
BRD-K85119394,,trt_cp
BRD-K85211514,,trt_cp
BRD-K85751793,,trt_cp
BRD-K86217343,,trt_cp
BRD-K86265745,,trt_cp
BRD-K86606617,,trt_cp
BRD-K86947329,,trt_cp
BRD-K87367419,,trt_cp
BRD-K88426506,,trt_cp
BRD-K88844437,,trt_cp
BRD-K89000102,,trt_cp
BRD-K89161054,,trt_cp
BRD-K89185880,,trt_cp
BRD-K89401337,,trt_cp
BRD-K89419248,,trt_cp
BRD-K89808696,,trt_cp
BRD-K89966732,,trt_cp
BRD-K90070572,,trt_cp
BRD-K90184854,,trt_cp
BRD-K90234489,,trt_cp
BRD-K90619727,,trt_cp
BRD-K91250867,,trt_cp
BRD-K91501298,,trt_cp
BRD-K92327934,,trt_cp
BRD-K92370559,,trt_cp
BRD-K92431661,,trt_cp
BRD-K92659561,,trt_cp
BRD-K92959281,,trt_cp
BRD-K93156709,,trt_cp
BRD-K93291593,,trt_cp
BRD-K93340102,,trt_cp
BRD-K93473872,,trt_cp
BRD-K94412749,,trt_cp
BRD-K94719962,,trt_cp
BRD-K95090559,,trt_cp
BRD-K95195947,,trt_cp
BRD-K95838867,,trt_cp
BRD-K96194602,,trt_cp
BRD-K96420933,,trt_cp
BRD-K96659448,,trt_cp
BRD-K97073065,,trt_cp
BRD-K97466946,,trt_cp
BRD-K97787842,,trt_cp
BRD-K98161915,,trt_cp
BRD-K98196975,,trt_cp
BRD-K98832591,,trt_cp
BRD-K99398689,,trt_cp
BRD-K99750636,,trt_cp
BRD-K99842945,,trt_cp
BRD-K00816125,,trt_cp
BRD-K01575212,,trt_cp
BRD-K01763173,,trt_cp
BRD-K02025760,,trt_cp
BRD-K02964016,,trt_cp
BRD-K05204496,,trt_cp
BRD-K08614872,,trt_cp
BRD-K09054764,,trt_cp
BRD-K09996575,,trt_cp
BRD-K10779199,,trt_cp
BRD-K10879245,,trt_cp
BRD-K11624501,,trt_cp
BRD-K12285126,,trt_cp
BRD-K12360898,,trt_cp
BRD-K12878711,,trt_cp
BRD-K13369161,,trt_cp
BRD-K13468108,,trt_cp
BRD-K13679108,,trt_cp
BRD-K13943990,,trt_cp
BRD-K14383710,,trt_cp
BRD-K15634164,,trt_cp
BRD-K15987804,,trt_cp
BRD-K16479870,,trt_cp
BRD-K17083260,,trt_cp
BRD-K17449871,,trt_cp
BRD-K20278954,,trt_cp
BRD-K20382089,,trt_cp
BRD-K23021002,,trt_cp
BRD-K23384658,,trt_cp
BRD-K23786503,,trt_cp
BRD-K24045217,,trt_cp
BRD-K24722667,,trt_cp
BRD-K24946412,,trt_cp
BRD-K26119753,,trt_cp
BRD-K26778237,,trt_cp
BRD-K27431449,,trt_cp
BRD-K28080909,,trt_cp
BRD-K28995283,,trt_cp
BRD-K29824954,,trt_cp
BRD-K30509186,,trt_cp
BRD-K30935394,,trt_cp
BRD-K32628102,,trt_cp
BRD-K34314104,,trt_cp
BRD-K34544769,,trt_cp
BRD-K34836852,,trt_cp
BRD-K35577141,,trt_cp
BRD-K37226311,,trt_cp
BRD-K38803221,,trt_cp
BRD-K39144410,,trt_cp
BRD-K40324831,,trt_cp
BRD-K40461288,,trt_cp
BRD-K40606280,,trt_cp
BRD-K43680293,,trt_cp
BRD-K44161636,,trt_cp
BRD-K44401329,,trt_cp
BRD-K44660322,,trt_cp
BRD-K45845536,,trt_cp
BRD-K47342144,,trt_cp
BRD-K47419679,,trt_cp
BRD-K48723823,,trt_cp
BRD-K49098390,,trt_cp
BRD-K49988555,,trt_cp
BRD-K51511759,,trt_cp
BRD-K51849212,,trt_cp
BRD-K52047117,,trt_cp
BRD-K52675185,,trt_cp
BRD-K52955163,,trt_cp
BRD-K53321531,,trt_cp
BRD-K53986871,,trt_cp
BRD-K54577741,,trt_cp
BRD-K56243496,,trt_cp
BRD-K56664261,,trt_cp
BRD-K58912123,,trt_cp
BRD-K61050052,,trt_cp
BRD-K61373678,,trt_cp
BRD-K62876373,,trt_cp
BRD-K63157607,,trt_cp
BRD-K64618192,,trt_cp
BRD-K64693729,,trt_cp
BRD-K65315692,,trt_cp
BRD-K67526586,,trt_cp
BRD-K67794838,,trt_cp
BRD-K67868064,,trt_cp
BRD-K67925802,,trt_cp
BRD-K68541237,,trt_cp
BRD-K69936404,,trt_cp
BRD-K70337365,,trt_cp
BRD-K70923866,,trt_cp
BRD-K71379723,,trt_cp
BRD-K71894218,,trt_cp
BRD-K73365449,,trt_cp
BRD-K73439593,,trt_cp
BRD-K73601942,,trt_cp
BRD-K74020160,,trt_cp
BRD-K74042299,,trt_cp
BRD-K74923162,,trt_cp
BRD-K75023015,,trt_cp
BRD-K76390333,,trt_cp
BRD-K77264230,,trt_cp
BRD-K78013650,,trt_cp
BRD-K78484446,,trt_cp
BRD-K78944321,,trt_cp
BRD-K79489641,,trt_cp
BRD-K81261525,,trt_cp
BRD-K81732150,,trt_cp
BRD-K81858524,,trt_cp
BRD-K82226238,,trt_cp
BRD-K83007718,,trt_cp
BRD-K83155387,,trt_cp
BRD-K83431831,,trt_cp
BRD-K83498497,,trt_cp
BRD-K83601549,,trt_cp
BRD-K84959002,,trt_cp
BRD-K85007671,,trt_cp
BRD-K86011921,,trt_cp
BRD-K86182839,,trt_cp
BRD-K86326967,,trt_cp
BRD-K86638751,,trt_cp
BRD-K86948282,,trt_cp
BRD-K87467896,,trt_cp
BRD-K88817140,,trt_cp
BRD-K90135241,,trt_cp
BRD-K90734182,,trt_cp
BRD-K91617567,,trt_cp
BRD-K91735860,,trt_cp
BRD-K92434623,,trt_cp
BRD-K92666980,,trt_cp
BRD-K93410934,,trt_cp
BRD-K94034047,,trt_cp
BRD-K95361366,,trt_cp
BRD-K96343378,,trt_cp
BRD-K97440728,,trt_cp
BRD-K97863769,,trt_cp
BRD-K98327170,,trt_cp
BRD-K99259037,,trt_cp
BRD-K01678149,,trt_cp
BRD-K03194608,,trt_cp
BRD-K03589483,,trt_cp
BRD-K04617562,,trt_cp
BRD-K05702937,,trt_cp
BRD-K07508147,,trt_cp
BRD-K07531476,,trt_cp
BRD-K07922534,,trt_cp
BRD-K08039986,,trt_cp
BRD-K08318631,,trt_cp
BRD-K09110452,,trt_cp
BRD-K09964242,,trt_cp
BRD-K10008415,,trt_cp
BRD-K10731645,,trt_cp
BRD-K10846668,,trt_cp
BRD-K12092185,,trt_cp
BRD-K12345237,,trt_cp
BRD-K12837223,,trt_cp
BRD-K14023656,,trt_cp
BRD-K14187559,,trt_cp
BRD-K14628187,,trt_cp
BRD-K14989056,,trt_cp
BRD-K15377376,,trt_cp
BRD-K16026651,,trt_cp
BRD-K16227029,,trt_cp
BRD-K16360094,,trt_cp
BRD-K19431609,,trt_cp
BRD-K20624574,,trt_cp
BRD-K21017376,,trt_cp
BRD-K21569926,,trt_cp
BRD-K21691498,,trt_cp
BRD-K22330909,,trt_cp
BRD-K26508045,,trt_cp
BRD-K28004127,,trt_cp
BRD-K29407738,,trt_cp
BRD-K30160673,,trt_cp
BRD-K31800869,,trt_cp
BRD-K32585359,,trt_cp
BRD-K32761691,,trt_cp
BRD-K33932270,,trt_cp
BRD-K35462725,,trt_cp
BRD-K35616093,,trt_cp
BRD-K35745977,,trt_cp
BRD-K37477851,,trt_cp
BRD-K39001644,,trt_cp
BRD-K39658422,,trt_cp
BRD-K40941329,,trt_cp
BRD-K42678365,,trt_cp
BRD-K42951169,,trt_cp
BRD-K43814749,,trt_cp
BRD-K44079161,,trt_cp
BRD-K44562105,,trt_cp
BRD-K45156967,,trt_cp
BRD-K45322187,,trt_cp
BRD-K45534781,,trt_cp
BRD-K46674611,,trt_cp
BRD-K48505466,,trt_cp
BRD-K48508383,,trt_cp
BRD-K49333142,,trt_cp
BRD-K49441594,,trt_cp
BRD-K51166678,,trt_cp
BRD-K52497027,,trt_cp
BRD-K56219428,,trt_cp
BRD-K57180092,,trt_cp
BRD-K57698173,,trt_cp
BRD-K59887251,,trt_cp
BRD-K60218284,,trt_cp
BRD-K60751982,,trt_cp
BRD-K60783789,,trt_cp
BRD-K62854197,,trt_cp
BRD-K63375110,,trt_cp
BRD-K64551861,,trt_cp
BRD-K65809558,,trt_cp
BRD-K68971353,,trt_cp
BRD-K70052069,,trt_cp
BRD-K70153099,,trt_cp
BRD-K70165037,,trt_cp
BRD-K70492429,,trt_cp
BRD-K74566474,,trt_cp
BRD-K75065443,,trt_cp
BRD-K75449859,,trt_cp
BRD-K75856618,,trt_cp
BRD-K77790153,,trt_cp
BRD-K78235165,,trt_cp
BRD-K78518750,,trt_cp
BRD-K78778188,,trt_cp
BRD-K80012633,,trt_cp
BRD-K83860226,,trt_cp
BRD-K83941994,,trt_cp
BRD-K83982653,,trt_cp
BRD-K84679731,,trt_cp
BRD-K87888439,,trt_cp
BRD-K87927861,,trt_cp
BRD-K88722443,,trt_cp
BRD-K91454871,,trt_cp
BRD-K97973721,,trt_cp
BRD-K99439802,,trt_cp
BRD-K99692850,,trt_cp
BRD-K00645031,,trt_cp
BRD-K01528688,,trt_cp
BRD-K02519835,,trt_cp
BRD-K03026470,,trt_cp
BRD-K03522229,,trt_cp
BRD-K03883227,,trt_cp
BRD-K04046003,,trt_cp
BRD-K04289865,,trt_cp
BRD-K07276035,,trt_cp
BRD-K08146255,,trt_cp
BRD-K12676148,,trt_cp
BRD-K14611588,,trt_cp
BRD-K16567490,,trt_cp
BRD-K17103381,,trt_cp
BRD-K19330527,,trt_cp
BRD-K19838409,,trt_cp
BRD-K21516480,,trt_cp
BRD-K22836524,,trt_cp
BRD-K27638907,,trt_cp
BRD-K28772322,,trt_cp
BRD-K30150248,,trt_cp
BRD-K30795336,,trt_cp
BRD-K31749518,,trt_cp
BRD-K32069250,,trt_cp
BRD-K33165698,,trt_cp
BRD-K39561907,,trt_cp
BRD-K40397365,,trt_cp
BRD-K40724613,,trt_cp
BRD-K41042536,,trt_cp
BRD-K41342615,,trt_cp
BRD-K43550773,,trt_cp
BRD-K43623238,,trt_cp
BRD-K46532981,,trt_cp
BRD-K47906330,,trt_cp
BRD-K48835133,,trt_cp
BRD-K50011261,,trt_cp
BRD-K51041684,,trt_cp
BRD-K55896440,,trt_cp
BRD-K56842656,,trt_cp
BRD-K58969952,,trt_cp
BRD-K59524902,,trt_cp
BRD-K67575276,,trt_cp
BRD-K69672023,,trt_cp
BRD-K70880645,,trt_cp
BRD-K71855503,,trt_cp
BRD-K73664775,,trt_cp
BRD-K74647590,,trt_cp
BRD-K77663706,,trt_cp
BRD-K78432605,,trt_cp
BRD-K78525220,,trt_cp
BRD-K78787424,,trt_cp
BRD-K79080366,,trt_cp
BRD-K79854633,,trt_cp
BRD-K80832690,,trt_cp
BRD-K81524996,,trt_cp
BRD-K81665681,,trt_cp
BRD-K83720640,,trt_cp
BRD-K84039354,,trt_cp
BRD-K84890987,,trt_cp
BRD-K85642378,,trt_cp
BRD-K87268239,,trt_cp
BRD-K87426959,,trt_cp
BRD-K87449521,,trt_cp
BRD-K89326053,,trt_cp
BRD-K91440401,,trt_cp
BRD-K93845141,,trt_cp
BRD-K94169505,,trt_cp
BRD-K96285502,,trt_cp
BRD-K96903816,,trt_cp
BRD-K98645985,,trt_cp
BRD-K39569857,,trt_cp
BRD-K52160314,,trt_cp
BRD-A70731303,,trt_cp
BRD-K22587354,,trt_cp
BRD-K89097220,,trt_cp
BRD-A83237092,,trt_cp
BRD-K68488863,,trt_cp
BRD-A74907996,,trt_cp
BRD-A08658758,,trt_cp
BRD-K55533488,,trt_cp
BRD-K42573370,,trt_cp
BRD-K61691971,,trt_cp
BRD-K83493571,,trt_cp
BRD-K25079130,,trt_cp
BRD-K50324045,,trt_cp
BRD-K21001652,,trt_cp
BRD-K24576554,,trt_cp
BRD-K67174588,,trt_cp
BRD-K75295174,,trt_cp
BRD-K10466330,,trt_cp
BRD-K64106162,,trt_cp
BRD-K53665955,,trt_cp
BRD-K22321414,,trt_cp
BRD-K79877282,,trt_cp
56582,AKT2,trt_oe
5981,HSF1,trt_oe
7150,NFE2L2,trt_oe
ACHE,ACHE,trt_lig
ADM,ADM,trt_lig
AGT,AGT,trt_lig
AHSG,AHSG,trt_lig
AIMP1,AIMP1,trt_lig
ANG,ANG,trt_lig
ANGPT1,ANGPT1,trt_lig
ANGPT2,ANGPT2,trt_lig
ANGPT4,ANGPT4,trt_lig
APCS,APCS,trt_lig
APLN,APLN,trt_lig
APOA4,APOA4,trt_lig
APOE,APOE,trt_lig
AREG,AREG,trt_lig
ARTN,ARTN,trt_lig
AVP,AVP,trt_lig
B2M,B2M,trt_lig
BCR-ABL,BCR-ABL,trt_oe
BDNF,BDNF,trt_lig
BGLAP,BGLAP,trt_lig
BMP10,BMP10,trt_lig
BMP11,BMP11,trt_lig
BMP13,BMP13,trt_lig
BMP2,BMP2,trt_lig
BMP4,BMP4,trt_lig
BMP6,BMP6,trt_lig
BMP7,BMP7,trt_lig
BRD-A00546892,CHRM1,none
BRD-A00827783,PDE4A,none
BRD-A01320529,ADRB2,none
BRD-A01636364,SCN4A,none
BRD-A02006392,CACNA1S,none
BRD-A02710418,OPRM1,none
BRD-A02759312,ADRB1,none
BRD-A02990301,ADRA2A,none
BRD-A03623303,ADRB1,none
BRD-A04553218,HRH1,none
BRD-A05186015,SLC6A2,none
BRD-A06352418,HRH1,none
BRD-A07395371,ADRB1,none
BRD-A07440155,ADRB1,none
BRD-A07893380,ABAT,none
BRD-A09056319,ADRA1A,none
BRD-A09472452,SCN5A,none
BRD-A09533288,CACNA1S,none
BRD-A10070317,ADRB1,none
BRD-A10662413,SCN5A,none
BRD-A10977446,ADRB1,none
BRD-A11990600,GABRA3,none
