diseaseId,diseaseName,drugId,smiles,prefName,targets
EFO_0000403,diffuse large B-cell lymphoma,CHEMBL3545185,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,SELINEXOR,ENSG00000082898
EFO_0000403,diffuse large B-cell lymphoma,CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CRIZOTINIB,ENSG00000105976|ENSG00000143924|ENSG00000171094|ENSG00000181163
EFO_0000558,Kaposi's sarcoma,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,ENSG00000131747
EFO_0000558,Kaposi's sarcoma,CHEMBL705,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,ALITRETINOIN,ENSG00000077092|ENSG00000131759|ENSG00000143171|ENSG00000172819|ENSG00000186350|ENSG00000204231
EFO_0000565,leukemia,CHEMBL1201014,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],PREDNISOLONE SODIUM PHOSPHATE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL1201081,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],METHYLPREDNISOLONE SODIUM SUCCINATE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL131,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,PREDNISOLONE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL1364144,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,METHYLPREDNISOLONE ACETATE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL1467,Oc1ncnc2[nH]ncc12,ALLOPURINOL,ENSG00000158125
EFO_0000565,leukemia,CHEMBL1650,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,CORTISONE ACETATE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL2021430,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],DEXAMETHASONE SODIUM PHOSPHATE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DEXAMETHASONE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,HYDROCORTISONE,ENSG00000113580
EFO_0000565,leukemia,CHEMBL635,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,PREDNISONE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL1201081,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],METHYLPREDNISOLONE SODIUM SUCCINATE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL131,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,PREDNISOLONE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL1364144,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,METHYLPREDNISOLONE ACETATE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL1467,Oc1ncnc2[nH]ncc12,ALLOPURINOL,ENSG00000158125
EFO_0000574,lymphoma,CHEMBL1650,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,CORTISONE ACETATE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,PLERIXAFOR,ENSG00000121966
EFO_0000574,lymphoma,CHEMBL2021430,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],DEXAMETHASONE SODIUM PHOSPHATE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,LORLATINIB,ENSG00000143924|ENSG00000171094
EFO_0000574,lymphoma,CHEMBL378544,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,VINBLASTINE SULFATE,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000574,lymphoma,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DEXAMETHASONE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,HYDROCORTISONE,ENSG00000113580
EFO_0000574,lymphoma,CHEMBL5315125,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1.O,DUVELISIB MONOHYDRATE,ENSG00000105851|ENSG00000171608
EFO_0000574,lymphoma,CHEMBL635,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,PREDNISONE,ENSG00000113580
EFO_0000616,neoplasm,CHEMBL1023,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,BEXAROTENE,ENSG00000143171|ENSG00000186350|ENSG00000204231
EFO_0000616,neoplasm,CHEMBL1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,ENZALUTAMIDE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,NIRAPARIB,ENSG00000129484|ENSG00000143799
EFO_0000616,neoplasm,CHEMBL1096882,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,FLUDARABINE PHOSPHATE,ENSG00000014138|ENSG00000062822|ENSG00000077514|ENSG00000100479|ENSG00000101868|ENSG00000106628|ENSG00000146143|ENSG00000148229|ENSG00000167325|ENSG00000175482|ENSG00000177084|ENSG00000198056
EFO_0000616,neoplasm,CHEMBL1096885,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,VALRUBICIN,ENSG00000131747
EFO_0000616,neoplasm,CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,IDARUBICIN,ENSG00000131747
EFO_0000616,neoplasm,CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,RUCAPARIB,ENSG00000041880|ENSG00000129484|ENSG00000143799
EFO_0000616,neoplasm,CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CELECOXIB,ENSG00000073756
EFO_0000616,neoplasm,CHEMBL1200335,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,TESTOSTERONE ENANTHATE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL1200374,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,EXEMESTANE,ENSG00000137869
EFO_0000616,neoplasm,CHEMBL1200598,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,DIETHYLSTILBESTROL DIPHOSPHATE,ENSG00000091831|ENSG00000140009
EFO_0000616,neoplasm,CHEMBL1200751,O.S=c1[nH]cnc2nc[nH]c12,MERCAPTOPURINE,ENSG00000128059
EFO_0000616,neoplasm,CHEMBL1201101,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,TESTOSTERONE CYPIONATE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL1201129,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,DECITABINE,ENSG00000119772|ENSG00000130816
EFO_0000616,neoplasm,CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,MEGESTROL ACETATE,ENSG00000082175
EFO_0000616,neoplasm,CHEMBL1201182,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,TEMSIROLIMUS,ENSG00000088832
EFO_0000616,neoplasm,CHEMBL1201746,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,PRALATREXATE,ENSG00000228716
EFO_0000616,neoplasm,CHEMBL1201748,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CABAZITAXEL,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL1201752,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,IXABEPILONE,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL1229517,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,VEMURAFENIB,ENSG00000157764
EFO_0000616,neoplasm,CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,NILUTAMIDE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,FEDRATINIB,ENSG00000096968|ENSG00000122025
EFO_0000616,neoplasm,CHEMBL1289601,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,LENVATINIB,ENSG00000037280|ENSG00000102755|ENSG00000128052
EFO_0000616,neoplasm,CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,AXITINIB,ENSG00000037280|ENSG00000102755|ENSG00000128052
EFO_0000616,neoplasm,CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,FULVESTRANT,ENSG00000091831|ENSG00000140009
EFO_0000616,neoplasm,CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ANASTROZOLE,ENSG00000137869
EFO_0000616,neoplasm,CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DASATINIB,ENSG00000000938|ENSG00000010810|ENSG00000097007|ENSG00000101336|ENSG00000111816|ENSG00000113721|ENSG00000125508|ENSG00000136573|ENSG00000142627|ENSG00000157404|ENSG00000176105|ENSG00000182866|ENSG00000186716|ENSG00000197122|ENSG00000254087
EFO_0000616,neoplasm,CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,LETROZOLE,ENSG00000137869
EFO_0000616,neoplasm,CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FLUOXYMESTERONE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL1489,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,AZACITIDINE,ENSG00000119772|ENSG00000130816
EFO_0000616,neoplasm,CHEMBL1580,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,PENTOSTATIN,ENSG00000196839
EFO_0000616,neoplasm,CHEMBL159,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,VINBLASTINE,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL1614701,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,SELUMETINIB,ENSG00000126934|ENSG00000169032
EFO_0000616,neoplasm,CHEMBL1670,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,MITOTANE,ENSG00000140459|ENSG00000160882
EFO_0000616,neoplasm,CHEMBL1683590,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,ERIBULIN,ENSG00000101162|ENSG00000104833|ENSG00000137267|ENSG00000137285|ENSG00000176014|ENSG00000188229|ENSG00000196230|ENSG00000258947|ENSG00000261456
EFO_0000616,neoplasm,CHEMBL1738797,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,ALECTINIB,ENSG00000143924|ENSG00000165731|ENSG00000171094
EFO_0000616,neoplasm,CHEMBL1750,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CLOFARABINE,ENSG00000014138|ENSG00000062822|ENSG00000077514|ENSG00000100479|ENSG00000101868|ENSG00000106628|ENSG00000146143|ENSG00000148229|ENSG00000167325|ENSG00000175482|ENSG00000177084|ENSG00000198056
EFO_0000616,neoplasm,CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CAPECITABINE,ENSG00000176890
EFO_0000616,neoplasm,CHEMBL178,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,DAUNORUBICIN,ENSG00000131747
EFO_0000616,neoplasm,CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,RUXOLITINIB,ENSG00000096968|ENSG00000162434
EFO_0000616,neoplasm,CHEMBL1800159,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,RELUGOLIX,ENSG00000109163
EFO_0000616,neoplasm,CHEMBL18442,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,PLERIXAFOR,ENSG00000121966
EFO_0000616,neoplasm,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,FLUOROURACIL,ENSG00000176890
EFO_0000616,neoplasm,CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,INFIGRATINIB,ENSG00000066468|ENSG00000068078|ENSG00000077782|ENSG00000160867
EFO_0000616,neoplasm,CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IBRUTINIB,ENSG00000010671
EFO_0000616,neoplasm,CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,PALBOCICLIB,ENSG00000105810|ENSG00000135446
EFO_0000616,neoplasm,CHEMBL1908360,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,EVEROLIMUS,ENSG00000088832
EFO_0000616,neoplasm,CHEMBL1908391,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,MASITINIB,ENSG00000068078|ENSG00000113721|ENSG00000134853|ENSG00000157404
EFO_0000616,neoplasm,CHEMBL1946170,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,REGORAFENIB,ENSG00000037280|ENSG00000066468|ENSG00000077782|ENSG00000097007|ENSG00000102755|ENSG00000111816|ENSG00000113721|ENSG00000120156|ENSG00000128052|ENSG00000132155|ENSG00000134853|ENSG00000142627|ENSG00000157404|ENSG00000157764|ENSG00000162733|ENSG00000165731|ENSG00000185386|ENSG00000198400
EFO_0000616,neoplasm,CHEMBL1983268,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,ENTRECTINIB,ENSG00000047936|ENSG00000140538|ENSG00000148053|ENSG00000171094|ENSG00000198400
EFO_0000616,neoplasm,CHEMBL2028663,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,DABRAFENIB,ENSG00000157764
EFO_0000616,neoplasm,CHEMBL2035187,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,PACRITINIB,ENSG00000096968|ENSG00000122025
EFO_0000616,neoplasm,CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,GLASDEGIB,ENSG00000128602
EFO_0000616,neoplasm,CHEMBL20883,O=c1[nH]c(=O)n(C2CCCO2)cc1F,TEGAFUR,ENSG00000176890
EFO_0000616,neoplasm,CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,CABOZANTINIB,ENSG00000105976|ENSG00000128052
EFO_0000616,neoplasm,CHEMBL2105719,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,DACOMITINIB,ENSG00000141736|ENSG00000146648|ENSG00000178568
EFO_0000616,neoplasm,CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,SONIDEGIB,ENSG00000128602
EFO_0000616,neoplasm,CHEMBL2107067,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,TESTOSTERONE UNDECANOATE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL2107354,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],MIFAMURTIDE,ENSG00000167207
EFO_0000616,neoplasm,CHEMBL2141296,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,IXAZOMIB,ENSG00000100804
EFO_0000616,neoplasm,CHEMBL2146883,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,COBIMETINIB,ENSG00000126934|ENSG00000169032
EFO_0000616,neoplasm,CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,IDELALISIB,ENSG00000171608
EFO_0000616,neoplasm,CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,RALTITREXED,ENSG00000176890
EFO_0000616,neoplasm,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,PEMETREXED,ENSG00000159131|ENSG00000176890|ENSG00000228716
EFO_0000616,neoplasm,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,ALPELISIB,ENSG00000121879
EFO_0000616,neoplasm,CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,CERITINIB,ENSG00000143924|ENSG00000171094|ENSG00000181163
EFO_0000616,neoplasm,CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,VANDETANIB,ENSG00000037280|ENSG00000044524|ENSG00000065361|ENSG00000070886|ENSG00000080224|ENSG00000101213|ENSG00000102755|ENSG00000106123|ENSG00000116106|ENSG00000120156|ENSG00000128052|ENSG00000133216|ENSG00000135333|ENSG00000141736|ENSG00000142627|ENSG00000145242|ENSG00000146648|ENSG00000146904|ENSG00000154928|ENSG00000165731|ENSG00000178568|ENSG00000182580|ENSG00000183317|ENSG00000196411|ENSG00000197122
EFO_0000616,neoplasm,CHEMBL254328,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,ABIRATERONE,ENSG00000128039|ENSG00000145545|ENSG00000148795|ENSG00000169083|ENSG00000277893
EFO_0000616,neoplasm,CHEMBL3137309,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,VENETOCLAX,ENSG00000171791
EFO_0000616,neoplasm,CHEMBL313972,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,MASOPROCOL,ENSG00000140443|ENSG00000141736
EFO_0000616,neoplasm,CHEMBL3183409,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,APALUTAMIDE,ENSG00000169083
EFO_0000616,neoplasm,CHEMBL3187723,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,BINIMETINIB,ENSG00000126934|ENSG00000169032
EFO_0000616,neoplasm,CHEMBL3188267,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,CAPMATINIB,ENSG00000105976
EFO_0000616,neoplasm,CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,COPANLISIB,ENSG00000121879|ENSG00000171608
EFO_0000616,neoplasm,CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,BORTEZOMIB,ENSG00000100804
EFO_0000616,neoplasm,CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,LORLATINIB,ENSG00000143924|ENSG00000171094
EFO_0000616,neoplasm,CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,ABEMACICLIB,ENSG00000105810|ENSG00000135446
EFO_0000616,neoplasm,CHEMBL3301612,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,ENCORAFENIB,ENSG00000157764
EFO_0000616,neoplasm,CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,GILTERITINIB,ENSG00000122025|ENSG00000167601
EFO_0000616,neoplasm,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,OSIMERTINIB,ENSG00000146648
EFO_0000616,neoplasm,CHEMBL3402762,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,TEPOTINIB,ENSG00000105976
